year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO,winning_age
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",2-Jan,Individual,Otto Fritz Meyerhof,1884-04-12,Hanover,Germany,Germany,Male,Kiel University,Kiel,Germany,DEU,38.0
1922,Peace,The Nobel Peace Prize 1922,,1-Jan,Individual,Fridtjof Nansen,1861-10-10,Kristiania (Oslo),Norway,Norway,Male,,,,NOR,61.0
1922,Physics,The Nobel Prize in Physics 1922,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1-Jan,Individual,Niels Henrik David Bohr,1885-10-07,Copenhagen,Denmark,Denmark,Male,Copenhagen University,Copenhagen,Denmark,DNK,37.0
1923,Chemistry,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",1-Jan,Individual,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Slovenia,Male,Graz University,Graz,Austria,SVN,54.0
1923,Literature,The Nobel Prize in Literature 1923,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1-Jan,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,Ireland,Male,,,,IRL,58.0
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",2-Jan,Individual,Frederick Grant Banting,1891-11-14,Alliston,Canada,Canada,Male,University of Toronto,Toronto,Canada,CAN,32.0
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",2-Jan,Individual,John James Rickard Macleod,1876-09-06,Cluny,Scotland,United Kingdom,Male,University of Toronto,Toronto,Canada,GBR,47.0
1923,Physics,The Nobel Prize in Physics 1923,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1-Jan,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA,55.0
1924,Literature,The Nobel Prize in Literature 1924,"""for his great national epic, <I>The Peasants</I>""",1-Jan,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Poland,Male,,,,POL,57.0
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,"""for his discovery of the mechanism of the electrocardiogram""",1-Jan,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Indonesia,Male,Leiden University,Leiden,Netherlands,IDN,64.0
1924,Physics,The Nobel Prize in Physics 1924,"""for his discoveries and research in the field of X-ray spectroscopy""",1-Jan,Individual,Karl Manne Georg Siegbahn,1886-12-03,Lund,Sweden,Sweden,Male,Uppsala University,Uppsala,Sweden,SWE,38.0
1925,Chemistry,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1-Jan,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Austria,Male,Goettingen University,Göttingen,Germany,AUT,60.0
1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1-Jan,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Ireland,Male,,,,IRL,69.0
1925,Peace,The Nobel Peace Prize 1925,,2-Jan,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States of America,United States of America,Male,,,,USA,60.0
1925,Peace,The Nobel Peace Prize 1925,,2-Jan,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,United Kingdom,Male,,,,GBR,62.0
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",2-Jan,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Germany,Male,Halle University,Halle,Germany,DEU,38.0
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",2-Jan,Individual,James Franck,1882-08-26,Hamburg,Germany,Germany,Male,Goettingen University,Göttingen,Germany,DEU,43.0
1926,Chemistry,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",1-Jan,Individual,The (Theodor) Svedberg,1884-08-30,Fleräng,Sweden,Sweden,Male,Uppsala University,Uppsala,Sweden,SWE,42.0
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1-Jan,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Italy,Female,,,,ITA,55.0
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,"""for his discovery of the Spiroptera carcinoma""",1-Jan,Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Denmark,Male,Copenhagen University,Copenhagen,Denmark,DNK,59.0
1926,Peace,The Nobel Peace Prize 1926,,2-Jan,Individual,Aristide Briand,1862-03-28,Nantes,France,France,Male,,,,FRA,64.0
1926,Peace,The Nobel Peace Prize 1926,,2-Jan,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Germany,Male,,,,DEU,48.0
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1-Jan,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,France,Male,Sorbonne University,Paris,France,FRA,56.0
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",1-Jan,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Germany,Male,Munich University,Munich,Germany,DEU,50.0
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1-Jan,Individual,Henri Bergson,1859-10-18,Paris,France,France,Male,,,,FRA,68.0
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1-Jan,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Austria,Male,Vienna University,Vienna,Austria,AUT,70.0
1927,Peace,The Nobel Peace Prize 1927,,2-Jan,Individual,Ferdinand Buisson,1841-12-20,Paris,France,France,Male,,,,FRA,86.0
1927,Peace,The Nobel Peace Prize 1927,,2-Jan,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Germany,Male,,,,DEU,69.0
1927,Physics,The Nobel Prize in Physics 1927,"""for his discovery of the effect named after him""",2-Jan,Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA,35.0
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",2-Jan,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR,58.0
1928,Chemistry,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1-Jan,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Germany,Male,Goettingen University,Göttingen,Germany,DEU,52.0
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1-Jan,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Denmark,Female,,,,DNK,46.0
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,"""for his work on typhus""",1-Jan,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,France,Male,Institut Pasteur,Tunis,Tunisia,FRA,62.0
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1-Jan,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,United Kingdom,Male,London University,London,United Kingdom,GBR,49.0
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",2-Jan,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,United Kingdom,Male,London University,London,United Kingdom,GBR,64.0
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",2-Jan,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Germany,Male,Stockholm University,Stockholm,Sweden,DEU,56.0
1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1-Jan,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Germany,Male,,,,DEU,54.0
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the antineuritic vitamin""",2-Jan,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Netherlands,Male,Utrecht University,Utrecht,Netherlands,NLD,71.0
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the growth-stimulating vitamins""",2-Jan,Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR,68.0
1929,Peace,The Nobel Peace Prize 1929,,1-Jan,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",United States of America,United States of America,Male,,,,USA,73.0
1929,Physics,The Nobel Prize in Physics 1929,"""for his discovery of the wave nature of electrons""",1-Jan,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,France,Male,Sorbonne University,Paris,France,FRA,37.0
1930,Chemistry,The Nobel Prize in Chemistry 1930,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1-Jan,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,DEU,49.0
1930,Literature,The Nobel Prize in Literature 1930,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1-Jan,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,United States of America,Male,,,,USA,45.0
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,"""for his discovery of human blood groups""",1-Jan,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Austria,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,AUT,62.0
1930,Peace,The Nobel Peace Prize 1930,,1-Jan,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,Sweden,Male,,,,SWE,64.0
1930,Physics,The Nobel Prize in Physics 1930,"""for his work on the scattering of light and for the discovery of the effect named after him""",1-Jan,Individual,Sir Chandrasekhara Venkata Raman,1888-11-07,Tiruchirappalli,India,India,Male,Calcutta University,Calcutta,India,IND,42.0
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2-Jan,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Germany,Male,University of Heidelberg,Heidelberg,Germany,DEU,57.0
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2-Jan,Individual,Friedrich Bergius,1884-10-11,"Goldschmieden, near Breslau",Germany (Poland),Poland,Male,University of Heidelberg,Heidelberg,Germany,POL,47.0
1931,Literature,The Nobel Prize in Literature 1931,"""The poetry of Erik Axel Karlfeldt""",1-Jan,Individual,Erik Axel Karlfeldt,1864-07-20,Karlbo,Sweden,Sweden,Male,,,,SWE,67.0
1931,Medicine,The Nobel Prize in Physiology or Medicine 1931,"""for his discovery of the nature and mode of action of the respiratory enzyme""",1-Jan,Individual,Otto Heinrich Warburg,1883-10-08,Freiburg im Breisgau,Germany,Germany,Male,Max-Planck Institut,Berlin-Dahlem,Germany,DEU,48.0
1931,Peace,The Nobel Peace Prize 1931,,2-Jan,Individual,Jane Addams,1860-09-06,"Cedarville, IL",United States of America,United States of America,Female,,,,USA,71.0
1931,Peace,The Nobel Peace Prize 1931,,2-Jan,Individual,Nicholas Murray Butler,1862-04-02,"Elizabeth, NJ",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA,69.0
1932,Chemistry,The Nobel Prize in Chemistry 1932,"""for his discoveries and investigations in surface chemistry""",1-Jan,Individual,Irving Langmuir,1881-01-31,"Brooklyn, NY",United States of America,United States of America,Male,General Electric Company,"Schenectady, NY",United States of America,USA,51.0
1932,Literature,The Nobel Prize in Literature 1932,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",1-Jan,Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,United Kingdom,Male,,,,GBR,65.0
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons""",2-Jan,Individual,Edgar Douglas Adrian,1889-11-30,London,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR,43.0
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons""",2-Jan,Individual,Sir Charles Scott Sherrington,1857-11-27,London,United Kingdom,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,GBR,75.0
1932,Physics,The Nobel Prize in Physics 1932,"""for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen""",1-Jan,Individual,Werner Karl Heisenberg,1901-12-05,Würzburg,Germany,Germany,Male,Leipzig University,Leipzig,Germany,DEU,31.0
1933,Literature,The Nobel Prize in Literature 1933,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",1-Jan,Individual,Ivan Alekseyevich Bunin,1870-10-22,Voronezh,Russia,Russia,Male,,,,RUS,63.0
1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,"""for his discoveries concerning the role played by the chromosome in heredity""",1-Jan,Individual,Thomas Hunt Morgan,1866-09-25,"Lexington, KY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA,67.0
